facsubgrp,factype,id,facname,id,facname
"YOUTH CENTERS, LITERACY PROGRAMS, AND JOB TRAINING SERVICES","SUMMER YOUTH EMPLOYMENT JOBS & INTERNSHIPS,YOUTH EMPLOYMENT",15055,ITALIAN AMERICAN CIVIL RIGHTS LEAGUE,15054,ITALIAN AMERICAN CIVIL
"YOUTH CENTERS, LITERACY PROGRAMS, AND JOB TRAINING SERVICES","IN-SCHOOL YOUTH EMPLOYMENT (ISY) AFTER-SCHOOL PROGRAMS,JOBS & INTERNSHIPS,YOUTH EMPLOYMENT",15231,"JACOB A. RIIS NEIGHBORHOOD SETTLEMENT, INC.",15230,JACOB A. RIIS
MENTAL HEALTH,OUTPATIENT MENTAL HEALTH,15242,JACOBI ACT PROGRAM,15243,JACOBI BEHAVIORAL HEALTH CARE SERVICES CPEP
MENTAL HEALTH,EMERGENCY MENTAL HEALTH,15243,JACOBI BEHAVIORAL HEALTH CARE SERVICES CPEP,15244,JACOBI BEHAVIORAL HEALTH CARE SERVICES INPATIENT UNIT
PARKING LOTS AND GARAGES,MUNICIPAL PARKING - INDOOR,15414,JEROME-190 STREET GARAGE,15415,"JEROME-190TH STREET, GARAGE"
MENTAL HEALTH,EMERGENCY MENTAL HEALTH,15243,JACOBI BEHAVIORAL HEALTH CARE SERVICES CPEP,15242,JACOBI ACT PROGRAM
MENTAL HEALTH,INPATIENT MENTAL HEALTH,15244,JACOBI BEHAVIORAL HEALTH CARE SERVICES INPATIENT UNIT,15243,JACOBI BEHAVIORAL HEALTH CARE SERVICES CPEP
PARKING LOTS AND GARAGES,PUBLIC PARKING,15415,"JEROME-190TH STREET, GARAGE",15414,JEROME-190 STREET GARAGE
HEALTH PROMOTION AND DISEASE PREVENTION,PREVENTIVE SERVICES,15459,JEWISH CHILD CARE ASSOCIATION OF NEW YORK PREVENTIVE SERVICES,15458,JEWISH CHILD CARE ASSOCIATION OF NEW YORK GENERAL PREVENTIVE CARE (PC)
CHARTER K-12 SCHOOLS,K-12 ALL GRADES SCHOOL - CHARTER,16101,KIPP AMP CHARTER SCHOOL,16102,KIPP AMP ELEMENTARY CHARTER SCHOOL
HEALTH PROMOTION AND DISEASE PREVENTION,GENERAL PREVENTIVE CARE (PC),15458,JEWISH CHILD CARE ASSOCIATION OF NEW YORK GENERAL PREVENTIVE CARE (PC),15459,JEWISH CHILD CARE ASSOCIATION OF NEW YORK PREVENTIVE SERVICES
AFTER-SCHOOL PROGRAMS,BEACON AFTER-SCHOOL PROGRAMS,15596,JHS 126,15597,JHS 126 - JOHN ERICSSON
AFTER-SCHOOL PROGRAMS,TEEN ACTION PROGRAM AFTER-SCHOOL PROGRAMS,15597,JHS 126 - JOHN ERICSSON,15596,JHS 126
MENTAL HEALTH,OUTPATIENT MENTAL HEALTH,16017,KINGS COUNTY HOSPITAL CHILD AND ADOLESCENT CLINIC,16018,KINGS COUNTY HOSPITAL CPEP
MENTAL HEALTH,EMERGENCY MENTAL HEALTH,16018,KINGS COUNTY HOSPITAL CPEP,16017,KINGS COUNTY HOSPITAL CHILD AND ADOLESCENT CLINIC
HOSPITALS AND CLINICS,HOSPITAL,16085,KINGSBROOK JEWISH MEDICAL CENTER,16086,KINGSBROOK JEWISH MEDICAL CENTER INC. - RUTLAND NURSING HOME
HOSPITALS AND CLINICS,HOSPITAL EXTENSION CLINIC,16086,KINGSBROOK JEWISH MEDICAL CENTER INC. - RUTLAND NURSING HOME,16085,KINGSBROOK JEWISH MEDICAL CENTER
MENTAL HEALTH,OUTPATIENT MENTAL HEALTH,16087,KINGSBROOK JEWISH MEDICAL CENTER MENTAL HEALTH CLINIC,16088,KINGSBROOK JEWISH PSYCHIATRIC INPATIENT UNIT
AFTER-SCHOOL PROGRAMS,TEEN ACTION PROGRAM AFTER-SCHOOL PROGRAMS,15565,JEWISH INSTITUTE OF QUEENS,15566,JEWISH INSTITUTE OF QUEENS AFTERSCHOOL PROGRAMS
AFTER-SCHOOL PROGRAMS,AFTERSCHOOL PROGRAMS,15566,JEWISH INSTITUTE OF QUEENS AFTERSCHOOL PROGRAMS,15565,JEWISH INSTITUTE OF QUEENS
AFTER-SCHOOL PROGRAMS,BEACON AFTER-SCHOOL PROGRAMS,15604,JHS 166,15605,JHS 166 GEORGE GERSHWIN (K166)
AFTER-SCHOOL PROGRAMS,"MIDDLE SCHOOL YOUTH AFTER-SCHOOL PROGRAMS,NDA PROGRAMS,ADOLESCENT LITERACY,YOUTH EDUCATIONAL SUPPORT",15605,JHS 166 GEORGE GERSHWIN (K166),15604,JHS 166
SOLID WASTE PROCESSING,RECYCLABLES HANDLING AND RECOVERY,15681,JOHN FRANCESCO SCRAP INC,15682,"JOHN FRANCESCO SCRAP, INC"
SOLID WASTE PROCESSING,SCRAP METAL PROCESSING,15682,"JOHN FRANCESCO SCRAP, INC",15681,JOHN FRANCESCO SCRAP INC
CHEMICAL DEPENDENCY,INPATIENT REHABILITATION,16044,KINGSBORO ATC IP,16045,KINGSBORO ATC MSW IP
CHEMICAL DEPENDENCY,MED SUP WITHDRAWAL - INPATIENT,16045,KINGSBORO ATC MSW IP,16044,KINGSBORO ATC IP
CHARTER K-12 SCHOOLS,CHARTER SCHOOL,16114,KIPP STAR COLLEGE PREP CHARTER,16115,KIPP STAR COLLEGE PREP CHARTER SCHOOL
CHARTER K-12 SCHOOLS,K-12 ALL GRADES SCHOOL - CHARTER,16115,KIPP STAR COLLEGE PREP CHARTER SCHOOL,16114,KIPP STAR COLLEGE PREP CHARTER
MENTAL HEALTH,INPATIENT MENTAL HEALTH,16088,KINGSBROOK JEWISH PSYCHIATRIC INPATIENT UNIT,16087,KINGSBROOK JEWISH MEDICAL CENTER MENTAL HEALTH CLINIC
CHARTER K-12 SCHOOLS,CHARTER SCHOOL,16102,KIPP AMP ELEMENTARY CHARTER SCHOOL,16101,KIPP AMP CHARTER SCHOOL
CHARTER K-12 SCHOOLS,CHARTER SCHOOL,16512,LEADERSHIP PREP CANARSIE CHARTER SCH,16513,LEADERSHIP PREP CANARSIE CHARTER SCHOOL (LEADERSHIP PREP CS 4)
DAY CARE,EARLY LEARN NYC: NEW YORK CITY'S EARLY CARE AND EDUCATION SERVICES,16297,LA PENINSULA COMMUNITY ORGANIZATION INC EARLY LEARN NYC: NEW YORK CITY'S EARLY CARE AND EDUCATION SERVICES,16298,LA PENINSULA MANIDA
DAY CARE,DAY CARE,16298,LA PENINSULA MANIDA,16297,LA PENINSULA COMMUNITY ORGANIZATION INC EARLY LEARN NYC: NEW YORK CITY'S EARLY CARE AND EDUCATION SERVICES
CHARTER K-12 SCHOOLS,K-8 SCHOOL - CHARTER,16513,LEADERSHIP PREP CANARSIE CHARTER SCHOOL (LEADERSHIP PREP CS 4),16514,LEADERSHIP PREP CANARSIE MIDDLE ACAD
CHARTER K-12 SCHOOLS,K-8 SCHOOL - CHARTER,16513,LEADERSHIP PREP CANARSIE CHARTER SCHOOL (LEADERSHIP PREP CS 4),16512,LEADERSHIP PREP CANARSIE CHARTER SCH
CHARTER K-12 SCHOOLS,CHARTER SCHOOL,16514,LEADERSHIP PREP CANARSIE MIDDLE ACAD,16513,LEADERSHIP PREP CANARSIE CHARTER SCHOOL (LEADERSHIP PREP CS 4)
CHEMICAL DEPENDENCY,INTENSIVE RESIDENTIAL,17178,LOWER EAST SIDE SERVICE CENTER M-IR1,17179,LOWER EAST SIDE SERVICE CENTER MTA-R
OTHER CULTURAL INSTITUTIONS,"MULTI-DISCIPLINE, PERFORMING",16620,"LEHMAN COLLEGE CENTER FOR THE PERFORMING ARTS, INC.",16619,LEHMAN COLLEGE ART GALLERY
CHEMICAL DEPENDENCY,MEDICALLY MONITORED WITHDRAWAL CHEMICAL DEPENDENCY,16667,LESBIAN AND GAY COMMUNITY SERVICES CENTER INC MEDICALLY SUPERVISED OUTPATIENT,16668,LESBIAN AND GAY COMMUNITY SERVICES CENTER INC METH HARM REDUCTION SERVICES
CHEMICAL DEPENDENCY,METH HARM REDUCTION SERVICES,16668,LESBIAN AND GAY COMMUNITY SERVICES CENTER INC METH HARM REDUCTION SERVICES,16667,LESBIAN AND GAY COMMUNITY SERVICES CENTER INC MEDICALLY SUPERVISED OUTPATIENT
HEALTH PROMOTION AND DISEASE PREVENTION,OTHER PREVENTION SERVICES,16669,LESBIAN AND GAY COMMUNITY SERVICES CENTER INC OTHER PREVENTION SERVICES,16670,LESBIAN AND GAY COMMUNITY SERVICES CENTER INC OUTREACH
HEALTH PROMOTION AND DISEASE PREVENTION,OUTREACH,16670,LESBIAN AND GAY COMMUNITY SERVICES CENTER INC OUTREACH,16671,LESBIAN AND GAY COMMUNITY SERVICES CENTER INC OUTREACH AND EDUCATION IN CBOS
HEALTH PROMOTION AND DISEASE PREVENTION,OUTREACH,16670,LESBIAN AND GAY COMMUNITY SERVICES CENTER INC OUTREACH,16669,LESBIAN AND GAY COMMUNITY SERVICES CENTER INC OTHER PREVENTION SERVICES
HEALTH PROMOTION AND DISEASE PREVENTION,OUTREACH AND EDUCATION IN CBOS,16671,LESBIAN AND GAY COMMUNITY SERVICES CENTER INC OUTREACH AND EDUCATION IN CBOS,16672,LESBIAN AND GAY COMMUNITY SERVICES CENTER INC PRIMARY PREVENTION SERVICES
HEALTH PROMOTION AND DISEASE PREVENTION,OUTREACH AND EDUCATION IN CBOS,16671,LESBIAN AND GAY COMMUNITY SERVICES CENTER INC OUTREACH AND EDUCATION IN CBOS,16670,LESBIAN AND GAY COMMUNITY SERVICES CENTER INC OUTREACH
HEALTH PROMOTION AND DISEASE PREVENTION,PRIMARY PREVENTION SERVICES,16672,LESBIAN AND GAY COMMUNITY SERVICES CENTER INC PRIMARY PREVENTION SERVICES,16671,LESBIAN AND GAY COMMUNITY SERVICES CENTER INC OUTREACH AND EDUCATION IN CBOS
MENTAL HEALTH,INPATIENT MENTAL HEALTH,16797,LINCOLN MEDICAL & MENTAL HEALTH CENTER INPATIENT SERVICES,16798,LINCOLN MEDICAL & MENTAL HEALTH CENTER/CHILD OUTPATIENT SVC
MENTAL HEALTH,OUTPATIENT MENTAL HEALTH,16798,LINCOLN MEDICAL & MENTAL HEALTH CENTER/CHILD OUTPATIENT SVC,16797,LINCOLN MEDICAL & MENTAL HEALTH CENTER INPATIENT SERVICES
CHEMICAL DEPENDENCY,OUTPATIENT CLINIC,17048,LONG ISLAND JEWISH MEDICAL CENTER OP1,17049,LONG ISLAND JEWISH MEDICAL CENTER OTP
CHEMICAL DEPENDENCY,OPIOID OUTPATIENT TREATMENT,17049,LONG ISLAND JEWISH MEDICAL CENTER OTP,17048,LONG ISLAND JEWISH MEDICAL CENTER OP1
OTHER CULTURAL INSTITUTIONS,VISUAL ARTS,16619,LEHMAN COLLEGE ART GALLERY,16620,"LEHMAN COLLEGE CENTER FOR THE PERFORMING ARTS, INC."
DAY CARE,EARLY LEARN NYC: NEW YORK CITY'S EARLY CARE AND EDUCATION SERVICES,16692,LEXINGTON CHILDREN'S CENTER INC EARLY LEARN NYC: NEW YORK CITY'S EARLY CARE AND EDUCATION SERVICES,16693,LEXINGTON CHILDRENS CTR
DAY CARE,DAY CARE,16693,LEXINGTON CHILDRENS CTR,16692,LEXINGTON CHILDREN'S CENTER INC EARLY LEARN NYC: NEW YORK CITY'S EARLY CARE AND EDUCATION SERVICES
MENTAL HEALTH,OUTPATIENT MENTAL HEALTH,16766,LIJ ADULT PARTIAL HOSPITALIZATION PROGRAM,16767,LIJ MEDICAL CENTER PSYCHIATRIC INPATIENT UNIT
MENTAL HEALTH,INPATIENT MENTAL HEALTH,16767,LIJ MEDICAL CENTER PSYCHIATRIC INPATIENT UNIT,16766,LIJ ADULT PARTIAL HOSPITALIZATION PROGRAM
CHEMICAL DEPENDENCY,MAOT-A-RESIDENTIAL,17179,LOWER EAST SIDE SERVICE CENTER MTA-R,17180,"LOWER EAST SIDE SERVICE CENTER, INC OP"
CHEMICAL DEPENDENCY,MAOT-A-RESIDENTIAL,17179,LOWER EAST SIDE SERVICE CENTER MTA-R,17178,LOWER EAST SIDE SERVICE CENTER M-IR1
CHEMICAL DEPENDENCY,OUTPATIENT CLINIC,17180,"LOWER EAST SIDE SERVICE CENTER, INC OP",17181,LOWER EAST SIDE SERVICE CTR OTP
CHEMICAL DEPENDENCY,OUTPATIENT CLINIC,17180,"LOWER EAST SIDE SERVICE CENTER, INC OP",17179,LOWER EAST SIDE SERVICE CENTER MTA-R
CHEMICAL DEPENDENCY,OPIOID OUTPATIENT TREATMENT,17181,LOWER EAST SIDE SERVICE CTR OTP,17180,"LOWER EAST SIDE SERVICE CENTER, INC OP"
NON-PUBLIC K-12 SCHOOLS,HIGH SCHOOL - NON-PUBLIC,17243,LUBAVITCHER HIGH SCHOOL,17244,LUBAVITCHER SCHOOL CHABAD
NON-PUBLIC K-12 SCHOOLS,ELEMENTARY SCHOOL - NON-PUBLIC,17244,LUBAVITCHER SCHOOL CHABAD,17243,LUBAVITCHER HIGH SCHOOL
"YOUTH CENTERS, LITERACY PROGRAMS, AND JOB TRAINING SERVICES","OUT OF SCHOOL TIME AFTER-SCHOOL PROGRAMS,SUMMER PROGRAM,SUMMER CAMP",17350,M.S. 223 M.S. 223 - THE LABORA,17351,M.S. 223 M.S. 223 - THE LABORATORY
"YOUTH CENTERS, LITERACY PROGRAMS, AND JOB TRAINING SERVICES",OUT OF SCHOOL TIME AFTER-SCHOOL PROGRAMS,17351,M.S. 223 M.S. 223 - THE LABORATORY,17350,M.S. 223 M.S. 223 - THE LABORA
MENTAL HEALTH,SUPPORT MENTAL HEALTH,17687,MANHATTAN PC - HHCM,17688,MANHATTAN PC 125TH STREET CLINIC
"YOUTH CENTERS, LITERACY PROGRAMS, AND JOB TRAINING SERVICES","OUT OF SCHOOL TIME AFTER-SCHOOL PROGRAMS,SUMMER PROGRAM,SUMMER CAMP",17375,M.S. 584 M.S. 584 - UPPER ACAD,17376,M.S. 584 M.S. 584 - UPPER ACADEMY
"YOUTH CENTERS, LITERACY PROGRAMS, AND JOB TRAINING SERVICES",OUT OF SCHOOL TIME AFTER-SCHOOL PROGRAMS,17376,M.S. 584 M.S. 584 - UPPER ACADEMY,17375,M.S. 584 M.S. 584 - UPPER ACAD
PROPRIETARY SCHOOLS,REGISTERED BUSINESS SCHOOLS,17591,MANHATTAN CAREER INST (5002),17592,MANHATTAN CAREER INSTITUTE
PROPRIETARY SCHOOLS,LICENSED PRIVATE SCHOOLS,17592,MANHATTAN CAREER INSTITUTE,17591,MANHATTAN CAREER INST (5002)
MENTAL HEALTH,OUTPATIENT MENTAL HEALTH,17688,MANHATTAN PC 125TH STREET CLINIC,17689,MANHATTAN PC MANHATTAN AND BRONX - HHCM
MENTAL HEALTH,OUTPATIENT MENTAL HEALTH,17688,MANHATTAN PC 125TH STREET CLINIC,17687,MANHATTAN PC - HHCM
MENTAL HEALTH,SUPPORT MENTAL HEALTH,17689,MANHATTAN PC MANHATTAN AND BRONX - HHCM,17688,MANHATTAN PC 125TH STREET CLINIC
NON-PUBLIC K-12 SCHOOLS,ELEMENTARY SCHOOL - NON-PUBLIC,17926,MASORES BAIS YAAKOV ELEMENTARY,17927,MASORES BAIS YAAKOV HIGH SCHOOL
NON-PUBLIC K-12 SCHOOLS,HIGH SCHOOL - NON-PUBLIC,17927,MASORES BAIS YAAKOV HIGH SCHOOL,17926,MASORES BAIS YAAKOV ELEMENTARY
HEALTH PROMOTION AND DISEASE PREVENTION,GENERAL PREVENTIVE CARE (PC),18122,MERCYFIRST GENERAL PREVENTIVE CARE (PC),18123,MERCYFIRST PREVENTIVE SERVICES
CHARTER K-12 SCHOOLS,CHARTER SCHOOL,17955,"MATH, ENG, SCI ACADEMY CHARTER HIGH",17956,"MATH, ENGINEERING, AND SCIENCE ACADEMY CHARTER HIGH SCHOOL"
CHARTER K-12 SCHOOLS,HIGH SCHOOL - CHARTER,17956,"MATH, ENGINEERING, AND SCIENCE ACADEMY CHARTER HIGH SCHOOL",17955,"MATH, ENG, SCI ACADEMY CHARTER HIGH"
HEALTH PROMOTION AND DISEASE PREVENTION,PREVENTIVE SERVICES,18123,MERCYFIRST PREVENTIVE SERVICES,18122,MERCYFIRST GENERAL PREVENTIVE CARE (PC)
CHARTER K-12 SCHOOLS,CHARTER SCHOOL,18236,METROPOLITAN LIGHTHOUSE CHARTER SCH,18237,METROPOLITAN LIGHTHOUSE CHARTER SCHOOL
CHARTER K-12 SCHOOLS,ELEMENTARY SCHOOL - CHARTER,18134,MERRICK ACADEMY - QUEENS PUBLIC CHARTER SCHOOL,18135,MERRICK ACADEMY-QUEENS PUBLIC CHARTE
CHARTER K-12 SCHOOLS,CHARTER SCHOOL,18135,MERRICK ACADEMY-QUEENS PUBLIC CHARTE,18134,MERRICK ACADEMY - QUEENS PUBLIC CHARTER SCHOOL
CHARTER K-12 SCHOOLS,K-12 ALL GRADES SCHOOL - CHARTER,18237,METROPOLITAN LIGHTHOUSE CHARTER SCHOOL,18236,METROPOLITAN LIGHTHOUSE CHARTER SCH
NON-PUBLIC K-12 SCHOOLS,ELEMENTARY SCHOOL - NON-PUBLIC,18427,MIRRER YESHIVA ELEMENTARY SCHOOL,18428,MIRRER YESHIVA HIGH SCHOOL
CHEMICAL DEPENDENCY,MEDICAL MANAGED DETOXIFICATION,18220,METROPOLITAN HOSPITAL CENTER MMD,18221,METROPOLITAN HOSPITAL CENTER OTP
CHEMICAL DEPENDENCY,OPIOID OUTPATIENT TREATMENT,18221,METROPOLITAN HOSPITAL CENTER OTP,18220,METROPOLITAN HOSPITAL CENTER MMD
MENTAL HEALTH,INPATIENT MENTAL HEALTH,18225,METROPOLITAN HOSPITAL MENTAL HEALTH CENTER,18226,METROPOLITAN HOSPITAL PACT (TEAM 1)
MENTAL HEALTH,OUTPATIENT MENTAL HEALTH,18226,METROPOLITAN HOSPITAL PACT (TEAM 1),18225,METROPOLITAN HOSPITAL MENTAL HEALTH CENTER
SENIOR SERVICES,SENIOR SERVICES,18303,MID BRONX SENIOR CITIZENS COUNCIL INC,18304,MID BRONX SENIOR CITIZENS COUNCIL INC TRANSPORTATION ONLY
SENIOR SERVICES,TRANSPORTATION,18304,MID BRONX SENIOR CITIZENS COUNCIL INC TRANSPORTATION ONLY,18303,MID BRONX SENIOR CITIZENS COUNCIL INC
NON-PUBLIC K-12 SCHOOLS,HIGH SCHOOL - NON-PUBLIC,18428,MIRRER YESHIVA HIGH SCHOOL,18427,MIRRER YESHIVA ELEMENTARY SCHOOL
DAY CARE,EARLY LEARN NYC: NEW YORK CITY'S EARLY CARE AND EDUCATION SERVICES,18608,MONTESSORI PROGRESSIVE LEARNING CENTER INC EARLY LEARN NYC: NEW YORK CITY'S EARLY CARE AND EDUCATION SERVICES,18609,MONTESSORI PROGRV LRN CTR
DAY CARE,DAY CARE,18609,MONTESSORI PROGRV LRN CTR,18608,MONTESSORI PROGRESSIVE LEARNING CENTER INC EARLY LEARN NYC: NEW YORK CITY'S EARLY CARE AND EDUCATION SERVICES
AFTER-SCHOOL PROGRAMS,BEACON AFTER-SCHOOL PROGRAMS,18893,MS 201,18894,"MS 201 - SCHOOL OF THEATRE, ARTS AND RESEARCH"
SENIOR SERVICES,SENIOR SERVICES,18642,MORNINGSIDE RETIREMENT & HEALTH SERVICES INC,18643,MORNINGSIDE RETIREMENT AND HEALTH SERVICES INC NORC SITES
SENIOR SERVICES,NORC SERVICES,18643,MORNINGSIDE RETIREMENT AND HEALTH SERVICES INC NORC SITES,18642,MORNINGSIDE RETIREMENT & HEALTH SERVICES INC
CHEMICAL DEPENDENCY,MED SUP WITHDRAWAL-OUTPATIENT,18576,MONTEFIORE MEDICAL CENTER MSW-OP,18577,MONTEFIORE MEDICAL CENTER OP
CHEMICAL DEPENDENCY,OUTPATIENT CLINIC,18577,MONTEFIORE MEDICAL CENTER OP,18578,MONTEFIORE MEDICAL CENTER OTP
CHEMICAL DEPENDENCY,OUTPATIENT CLINIC,18577,MONTEFIORE MEDICAL CENTER OP,18576,MONTEFIORE MEDICAL CENTER MSW-OP
CHEMICAL DEPENDENCY,OPIOID OUTPATIENT TREATMENT,18578,MONTEFIORE MEDICAL CENTER OTP,18577,MONTEFIORE MEDICAL CENTER OP
AFTER-SCHOOL PROGRAMS,TEEN ACTION PROGRAM AFTER-SCHOOL PROGRAMS,18894,"MS 201 - SCHOOL OF THEATRE, ARTS AND RESEARCH",18893,MS 201
CHARTER K-12 SCHOOLS,CHARTER SCHOOL,19306,NEW AMERICAN ACAD CHARTER SCH (THE),19307,NEW AMERICAN ACADEMY CHARTER SCHOOL
SOUP KITCHENS AND FOOD PANTRIES,SOUP KITCHEN,18956,MT. ZION AME CHURCH,18957,MT. ZION AME CHURCH OUTREACH PROGRAM
SOUP KITCHENS AND FOOD PANTRIES,FOOD PANTRY,18957,MT. ZION AME CHURCH OUTREACH PROGRAM,18956,MT. ZION AME CHURCH
CHARTER K-12 SCHOOLS,CHARTER SCHOOL,19246,NEIGHBORHOOD CHARTER SCHOOL OF HARLE,19247,NEIGHBORHOOD CHARTER SCHOOL OF HARLEM
CHARTER K-12 SCHOOLS,ELEMENTARY SCHOOL - CHARTER,19247,NEIGHBORHOOD CHARTER SCHOOL OF HARLEM,19246,NEIGHBORHOOD CHARTER SCHOOL OF HARLE
CHARTER K-12 SCHOOLS,ELEMENTARY SCHOOL - CHARTER,19307,NEW AMERICAN ACADEMY CHARTER SCHOOL,19306,NEW AMERICAN ACAD CHARTER SCH (THE)
HEALTH PROMOTION AND DISEASE PREVENTION,HIV PREVENTION SERVICES,19659,"NEW YORK HARM REDUCTION EDUCATORS INC DEMONSTRATION PROJECTS FOR INNOVATIVE, HIGH-IMPACT HIV PREVENTION INTERVENTIONS AND STRATEGIES",19660,NEW YORK HARM REDUCTION EDUCATORS INC HARM REDUCTION SERVICES
SOLID WASTE PROCESSING,VEHICLE DISMANTLING FACILITY,19358,NEW ENGLAND USED AUTO PARTS,19359,NEW ENGLAND USED AUTO PARTS INC
SOLID WASTE PROCESSING,SCRAP METAL PROCESSING,19359,NEW ENGLAND USED AUTO PARTS INC,19358,NEW ENGLAND USED AUTO PARTS
MUSEUMS,PUBLIC MUSEUMS AND SITES,19446,NEW MUSEUM,19447,NEW MUSEUM OF CONTEMPORARY ART
MUSEUMS,MUSEUM,19447,NEW MUSEUM OF CONTEMPORARY ART,19446,NEW MUSEUM
CHEMICAL DEPENDENCY,INPATIENT REHABILITATION,19513,NEW YORK & PRESBYTERIAN HOSPITAL IP,19514,NEW YORK & PRESBYTERIAN HOSPITAL OMM
CHEMICAL DEPENDENCY,MEDICAL MAINTENANCE,19514,NEW YORK & PRESBYTERIAN HOSPITAL OMM,19515,NEW YORK & PRESBYTERIAN HOSPITAL OTP
CHEMICAL DEPENDENCY,MEDICAL MAINTENANCE,19514,NEW YORK & PRESBYTERIAN HOSPITAL OMM,19513,NEW YORK & PRESBYTERIAN HOSPITAL IP
CHEMICAL DEPENDENCY,OPIOID OUTPATIENT TREATMENT,19515,NEW YORK & PRESBYTERIAN HOSPITAL OTP,19514,NEW YORK & PRESBYTERIAN HOSPITAL OMM
OTHER HEALTH CARE,CASE MANAGEMENT ONLY,19635,NEW YORK FOUNDATION FOR SENIOR CITIZENS INC CASE MANAGEMENT ONLY,19636,NEW YORK FOUNDATION FOR SENIOR CITIZENS INC NEW YORK CONNECTS
CHARTER K-12 SCHOOLS,HIGH SCHOOL - CHARTER,19336,NEW DAWN CHARTER HIGH SCHOOL,19337,NEW DAWN CHARTER HS II
CHARTER K-12 SCHOOLS,CHARTER SCHOOL,19337,NEW DAWN CHARTER HS II,19336,NEW DAWN CHARTER HIGH SCHOOL
OTHER HEALTH CARE,NEW YORK CONNECTS,19636,NEW YORK FOUNDATION FOR SENIOR CITIZENS INC NEW YORK CONNECTS,19637,NEW YORK FOUNDATION FOR SENIOR CITIZENS INC SOCIAL SERVICES ONLY
OTHER HEALTH CARE,NEW YORK CONNECTS,19636,NEW YORK FOUNDATION FOR SENIOR CITIZENS INC NEW YORK CONNECTS,19635,NEW YORK FOUNDATION FOR SENIOR CITIZENS INC CASE MANAGEMENT ONLY
OTHER HEALTH CARE,SOCIAL SERVICES ONLY,19637,NEW YORK FOUNDATION FOR SENIOR CITIZENS INC SOCIAL SERVICES ONLY,19636,NEW YORK FOUNDATION FOR SENIOR CITIZENS INC NEW YORK CONNECTS
HEALTH PROMOTION AND DISEASE PREVENTION,HARM REDUCTION SERVICES,19660,NEW YORK HARM REDUCTION EDUCATORS INC HARM REDUCTION SERVICES,19659,"NEW YORK HARM REDUCTION EDUCATORS INC DEMONSTRATION PROJECTS FOR INNOVATIVE, HIGH-IMPACT HIV PREVENTION INTERVENTIONS AND STRATEGIES"
MENTAL HEALTH,OUTPATIENT MENTAL HEALTH,19826,NEW YORK WEILL CORNELL CENTER CHILD AND ADOLESCENT CLINIC,19827,NEW YORK WEILL CORNELL CENTER INPATIENT PROGRAM
MENTAL HEALTH,INPATIENT MENTAL HEALTH,19827,NEW YORK WEILL CORNELL CENTER INPATIENT PROGRAM,19826,NEW YORK WEILL CORNELL CENTER CHILD AND ADOLESCENT CLINIC
DAY CARE,EARLY LEARN NYC: NEW YORK CITY'S EARLY CARE AND EDUCATION SERVICES,19929,NORTH BRONX NATIONAL COUNCIL OF NEGRO WOMEN CHILD DEVELOPMENT CENTER INC EARLY LEARN NYC: NEW YORK CITY'S EARLY CARE AND EDUCATION SERVICES,19930,NORTH BRONX NCNW CDC
DAY CARE,DAY CARE,19930,NORTH BRONX NCNW CDC,19929,NORTH BRONX NATIONAL COUNCIL OF NEGRO WOMEN CHILD DEVELOPMENT CENTER INC EARLY LEARN NYC: NEW YORK CITY'S EARLY CARE AND EDUCATION SERVICES
DAY CARE,DAY CARE,19997,NORTHERN MANHATTAN PERINATAL,19998,NORTHERN MANHATTAN PERINATAL PARTNERSHIP INC EARLY LEARN NYC: NEW YORK CITY'S EARLY CARE AND EDUCATION SERVICES
DAY CARE,EARLY LEARN NYC: NEW YORK CITY'S EARLY CARE AND EDUCATION SERVICES,19998,NORTHERN MANHATTAN PERINATAL PARTNERSHIP INC EARLY LEARN NYC: NEW YORK CITY'S EARLY CARE AND EDUCATION SERVICES,19997,NORTHERN MANHATTAN PERINATAL
IMMIGRANT SERVICES,"IMMIGRANT NDA PROGRAMS,IMMIGRATION SERVICES,IMMIGRANT SUPPORT SERVICES",19986,NORTHERN MANHATTAN IMPROVEMENT CORPORATION,19987,NORTHERN MANHATTAN IMPROVEMENT CORPORATION (NMIC)
MENTAL HEALTH,SUPPORT MENTAL HEALTH,20248,NYC-HHC QUEENS HOSPITAL CENTER - HH NONMED CM,20249,NYC-HHC QUEENS HOSPITAL CENTER ACT II
IMMIGRANT SERVICES,"LEGAL ASSISTANCE PROGRAM IMMIGRATION SERVICES,IMMIGRANT SUPPORT SERVICES",19987,NORTHERN MANHATTAN IMPROVEMENT CORPORATION (NMIC),19986,NORTHERN MANHATTAN IMPROVEMENT CORPORATION
CHARTER K-12 SCHOOLS,HIGH SCHOOL - CHARTER,20164,"NYC CHARTER HIGH SCHOOL FOR ARCHITECTURE, ENGINEERING AND CONSTRUCTION INDUSTRIES (AECI)",20165,NYC CHARTER HS - AECI
CHARTER K-12 SCHOOLS,CHARTER SCHOOL,20165,NYC CHARTER HS - AECI,20164,"NYC CHARTER HIGH SCHOOL FOR ARCHITECTURE, ENGINEERING AND CONSTRUCTION INDUSTRIES (AECI)"
MENTAL HEALTH,OUTPATIENT MENTAL HEALTH,20249,NYC-HHC QUEENS HOSPITAL CENTER ACT II,20248,NYC-HHC QUEENS HOSPITAL CENTER - HH NONMED CM
